Category,Word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
8. Household Items(36),Tray,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Phone,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Plate (More flat),Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Chopsticks,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Wallet,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Vacuum Cleaner,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Toothpaste,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Toothbrush,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Camera,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Knife,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Cup,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Fork,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Tissue/Napkin,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
9. Outdoor Items (26),Cloud,It's hard to say.,Can be counted.,It's hard to say.,Cannot be counted.,Can be counted.,It's hard to say.,It's hard to say.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,It's hard to say.,It's hard to say.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,It's hard to say.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,It's hard to say.,Cannot be counted.,Cannot be counted.
9. Outdoor Items (26),Swings,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
9. Outdoor Items (26),Path,It's hard to say.,Can be counted.,It's hard to say.,Can be counted.,Can be counted.,It's hard to say.,Can be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,It's hard to say.,Can be counted.,Cannot be counted.,It's hard to say.,Can be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,It's hard to say.,Cannot be counted.,Cannot be counted.,Cannot be counted.,It's hard to say.,It's hard to say.,It's hard to say.,Can be counted.
9. Outdoor Items (26),Flag,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,It's hard to say.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
9. Outdoor Items (26),Flower,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.
9. Outdoor Items (26),Tree,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.
9. Outdoor Items (26),Snow,Cannot be counted.,It's hard to say.,It's hard to say.,Cannot be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,It's hard to say.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,It's hard to say.,Cannot be counted.,Cannot be counted.
9. Outdoor Items (26),Snowman,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,It's hard to say.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.
9. Outdoor Items (26),Moon,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.
9. Outdoor Items (26),Rock,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,It's hard to say.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.
9. Outdoor Items (26),Ground,Cannot be counted.,It's hard to say.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,It's hard to say.,Cannot be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,It's hard to say.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,It's hard to say.,Cannot be counted.,Cannot be counted.
9. Outdoor Items (26),Sand,It's hard to say.,Can be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,It's hard to say.,It's hard to say.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,It's hard to say.,Cannot be counted.,Cannot be counted.
9. Outdoor Items (26),Slide,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
9. Outdoor Items (26),Window,Cannot be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,It's hard to say.,Cannot be counted.,Cannot be counted.
